formula,atom a,atom b,a,b,c,alpha,beta,gamma,bandgap,lowest distortion,vpa,mub,eform oxygen,e_form,e_hull,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
PrSbO3,Pr,Sb,4.248,4.248,4.248,90,90,90,0,cubic,15.329,0,1.926,-1.946,0.711,Pr1 Sb1 O3,8,59,51,26.8,22.56,8,17,87,70,72.6,22.24,87,15.9994,140.90765,124.90825,62.13317,55.360524,15.9994,54.8,1204,1149.2,454.436,479.5632,54.8,3,16,13,13.2,4.08,16,2,6,4,3.4,1.68,2,66,203,137,108,50.4,66,1.13,3.44,2.31,2.7,0.888,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,2,3.2,0,0,3,3,0.6,0.96,0,5,15,10,7.6,2.96,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,0,0,0,0,0,0,11,11,2.2,3.52,0,2,11,9,4,2.8,2,9.105,35.675,26.57,18.91,11.766,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,79.2,80.64,12,Pr3+1 Sb3+1 O2-3,-2,3,5,3.273268354
NdKO3,Nd,K,6.166,6.251,9.869,90,90,90,0,orthorhombic,19.02,0.4,-3.388,-1.943,0.445,Nd1 K1 O3,8,60,52,20.6,15.76,8,3,87,84,56.6,36.48,87,15.9994,144.242,128.2426,46.2677,39.18972,15.9994,54.8,1294,1239.2,358.986,374.0056,54.8,1,16,15,10.4,6.72,16,2,6,4,3.2,1.44,2,66,203,137,120.4,65.28,66,0.82,3.44,2.62,2.456,1.1808,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,4,4,0.8,1.28,0,1,6,5,5,1.6,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,10,10,2,3.2,0,1,10,9,3.4,2.64,2,9.105,73.10666667,64.00166667,27.04633333,21.5296,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Nd0+1 K0+1 O0+3,0,0,0,0
VLuO3,V,Lu,4.163,4.163,4.163,90,90,90,0,cubic,14.426,0.4,-4.776,-1.942,1.354,V1 Lu1 O3,8,71,63,23.6,18.96,8,41,87,46,69.6,20.88,87,15.9994,174.9668,158.9674,54.7813,48.0742,15.9994,54.8,2183,2128.2,856.68,962.256,54.8,3,16,13,11.2,5.76,16,2,6,4,3.2,1.44,2,66,187,121,107.6,49.92,66,1.27,3.44,2.17,2.644,0.9552,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,3,3,0.8,0.96,0,0,14,14,2.8,4.48,0,5,17,12,8,3.6,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,3.2,3.84,0,0,0,0,0,0,0,2,9,7,4.4,2.88,2,9.105,28.865,19.76,13.838,6.0108,9.105,0,0,0,0,0,0,0,0.0022471,0.0022471,0.00044942,0.000719072,0,12,229,217,91.8,95.76,12,V3+1 Lu3+1 O2-3,-2,3,5,3.273268354
BeHfO3,Be,Hf,4.024,4.024,4.024,90,90,90,0,cubic,13.036,0,-0.712,-1.942,1.548,Be1 Hf1 O3,4,72,68,20,20.8,8,45,87,42,74.6,14.88,87,9.012182,178.49,169.477818,47.1000764,52.55596944,15.9994,54.8,2506,2451.2,846.08,949.536,54.8,2,16,14,10.8,6.24,16,2,6,4,2.8,1.28,2,66,175,109,93.8,33.36,66,1.3,3.44,2.14,2.638,0.9624,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.4,0.64,0,0,14,14,2.8,4.48,0,2,18,16,7.6,4.16,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,0,8,8,2.8,2.08,2,7.89,22.2,14.31,11.481,4.2876,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Be2+1 Hf4+1 O2-3,-2,4,6,3.380617019
ZnEuO3,Zn,Eu,5.884,6.038,7.287,90,90,90,2.185,orthorhombic,12.944,0,-6.161,-1.942,0.076,Zn1 Eu1 O3,8,63,55,23.4,18.48,8,25,87,62,71,19.2,87,15.9994,151.964,135.9646,53.06844,44.482848,15.9994,54.8,1095,1040.2,390.416,402.7392,54.8,3,16,13,12.6,4.08,16,2,6,4,3.2,1.44,2,66,198,132,103.6,45.12,66,1.185,3.44,2.255,2.631,0.9708,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,7,7,1.4,2.24,0,6,12,6,7.8,2.16,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,7,7,1.4,2.24,0,0,7,7,2.6,1.76,2,9.105,36.46,27.355,15.547,8.3652,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Zn0+1 Eu0+1 O0+3,0,0,0,0
HfYO3,Hf,Y,4.233,4.233,4.233,90,90,90,0,cubic,15.171,0.162,-6.841,-1.942,1.689,Hf1 Y1 O3,8,72,64,27,22.8,8,12,87,75,63.6,28.08,87,15.9994,178.49,162.4906,63.07881,56.495292,15.9994,54.8,2506,2451.2,893.88,1006.896,54.8,3,16,13,11,6,16,2,6,4,3.4,1.68,2,66,190,124,112.6,55.92,66,1.22,3.44,2.22,2.568,1.0464,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.6,0.72,0,0,14,14,2.8,4.48,0,3,18,15,7.8,4.08,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,3.4,4.08,0,0,0,0,0,0,0,2,9,7,4.6,3.12,2,9.105,32.365,23.26,16.376,8.7252,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Hf0+1 Y0+1 O0+3,0,0,0,0
URuO3,U,Ru,3.962,3.962,3.962,90,90,90,0,cubic,12.441,0.565,0.962,-1.941,0.731,U1 Ru1 O3,8,92,84,32,28.8,8,20,87,67,67.4,23.52,87,15.9994,238.02891,222.02951,77.419422,73.7040264,15.9994,54.8,2607,2552.2,835.88,937.296,54.8,3,16,13,11.8,5.04,16,2,7,5,3.6,1.92,2,66,196,130,108,50.4,66,1.38,3.44,2.06,2.78,0.792,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,7,7,1.6,2.16,0,0,3,3,0.6,0.96,0,6,8,2,6.4,0.64,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,2.4,2.88,0,0,11,11,2.2,3.52,0,2,20,18,6,5.6,2,9.105,20.025,10.92,12.17,3.678,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,58.6,55.92,12,U4+1 Ru2+1 O2-3,-2,4,6,3.380617019
SrOsO3,Sr,Os,5.588,5.598,7.897,90,90,90,0,orthorhombic,12.35,0.196,3.325,-1.941,-0.067,Sr1 Os1 O3,8,76,68,27.6,23.52,8,8,87,79,65.2,26.16,87,15.9994,190.23,174.2306,65.16964,59.004288,15.9994,54.8,3306,3251.2,904.08,1019.136,54.8,2,16,14,11.6,5.28,16,2,6,4,3.4,1.68,2,66,195,129,107.4,49.68,66,0.95,3.44,2.49,2.694,0.8952,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,1.2,1.92,0,0,14,14,2.8,4.48,0,2,22,20,8.4,5.44,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,4,4,0.8,1.28,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,54.23,45.125,19.127,14.0412,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Sr2+1 Os4+1 O2-3,-2,4,6,3.380617019
MnGeO3,Mn,Ge,5.09,5.237,7.334,90,90,90,1.382,orthorhombic,9.776,1,3.174,-1.941,0.085,Mn1 Ge1 O3,8,32,24,16.2,9.84,8,52,87,35,78.4,10.56,87,15.9994,72.64,56.6406,35.115249,22.9390188,15.9994,54.8,1519,1464.2,578.96,628.992,54.8,7,16,9,13.8,2.72,16,2,4,2,2.8,0.96,2,66,139,73,91.4,30.48,66,1.55,3.44,1.89,2.776,0.7968,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,3,3.6,0,0,0,0,0,0,0,6,14,8,7.8,2.48,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,5,5,1,1.6,0,0,0,0,0,0,0,2,5,3,3,1.2,2,9.105,23.005,13.9,12.16151724,4.337393103,9.105,0,0.383,0.383,0.0766,0.12256,0,0,0.000310121,0.000310121,6.20E-05,9.92E-05,0,12,225,213,95.6,100.32,12,Mn2+1 Ge4+1 O2-3,-2,4,6,3.380617019
ScCoO3,Sc,Co,3.627,3.627,3.627,90,90,90,0.849,cubic,9.546,0,1.089,-1.94,0.591,Sc1 Co1 O3,8,27,19,14.4,7.68,8,11,87,76,66,25.2,87,15.9994,58.933195,42.933795,30.3774614,17.25367368,15.9994,54.8,1814,1759.2,749.28,833.376,54.8,3,16,13,12,4.8,16,2,4,2,2.8,0.96,2,66,170,104,98.8,39.36,66,1.36,3.44,2.08,2.712,0.8736,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,1.6,2.16,0,0,0,0,0,0,0,3,9,6,6,1.2,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,2.4,2.88,0,0,0,0,0,0,0,2,9,7,3.6,2.16,2,9.105,22.235,13.13,11.959,4.1104,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.30969551,0.495510276,0,12,194,182,84.8,87.36,12,Sc3+1 Co3+1 O2-3,-2,3,5,3.273268354
LaKO3,La,K,6.24,6.312,9.727,90,90,90,0,orthorhombic,19.156,0.126,-3.241,-1.939,0.498,La1 K1 O3,8,57,49,20,14.8,8,3,87,84,55.4,37.92,87,15.9994,138.90547,122.90607,45.200394,37.4820304,15.9994,54.8,1193,1138.2,338.786,341.6856,54.8,1,16,15,10.4,6.72,16,2,6,4,3.2,1.44,2,66,207,141,121.6,66.72,66,0.82,3.44,2.62,2.448,1.1904,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,1,6,5,4.4,1.92,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,1,9,8,3.2,2.32,2,9.105,73.10666667,64.00166667,27.46383333,22.0306,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,La0+1 K0+1 O0+3,0,0,0,0
SnCrO3,Sn,Cr,5.295,5.543,7.684,90,90,90,0,orthorhombic,11.276,0.623,1.68,-1.939,0.195,Sn1 Cr1 O3,8,50,42,19.6,13.92,8,49,87,38,78,11.6,87,15.9994,118.71,102.7106,43.74086,33.289752,15.9994,54.8,2180,2125.2,569.896,644.0416,54.8,6,16,10,13.6,3.04,16,2,5,3,3,1.2,2,66,139,73,95.2,35.04,66,1.66,3.44,1.78,2.788,0.7824,3.44,1,2,1,1.8,0.32,2,0,4,4,2.8,1.44,4,0,10,10,3,3.6,0,0,0,0,0,0,0,6,14,8,7.6,2.56,6,0,1,1,0.2,0.32,0,0,4,4,2,0.8,2,0,5,5,1,1.6,0,0,0,0,0,0,0,2,6,4,3.2,1.44,2,9.105,33.285,24.18,14.358,7.5708,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,81.2,83.04,12,Sn4+1 Cr2+1 O2-3,-2,4,6,3.380617019
PaTlO3,Pa,Tl,5.991,6.276,8.464,90,90,90,0,orthorhombic,15.913,0.203,-0.857,-1.938,0.625,Pa1 Tl1 O3,8,91,83,39.2,37.44,8,18,87,69,71,21.2,87,15.9994,231.03586,215.03646,96.683472,96.8208864,15.9994,54.8,1845,1790.2,517.28,554.976,54.8,3,16,13,12.8,3.92,16,2,7,5,3.8,2.16,2,66,200,134,108.6,51.12,66,1.5,3.44,1.94,2.688,0.9024,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,10,10,2.2,3.12,0,0,14,14,3.2,4.32,0,5,27,22,10,6.8,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,9,9,1.8,2.88,0,0,12,12,2.4,3.84,0,2,21,19,6.4,5.84,2,9.105,26.91,17.805,15.881,8.1312,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,73.8,74.16,12,Pa5+1 Tl+1 O2-3,-2,5,7,3.683941988
CuPrO3,Cu,Pr,6.179,6.179,6.179,55.1,55.1,55.1,0.342,rhombohedral,14.773,0.4,-3.905,-1.938,0.234,Cu1 Pr1 O3,8,59,51,22.4,17.28,8,17,87,70,68.4,22.32,87,15.9994,140.90765,124.90825,50.49037,41.389164,15.9994,54.8,1357.77,1302.97,545.234,588.5208,54.8,3,16,13,12.4,4.32,16,2,6,4,3.2,1.44,2,66,203,137,106.6,48.72,66,1.13,3.44,2.31,2.67,0.924,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,3,3,0.6,0.96,0,5,11,6,6.8,1.68,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,11,11,2.2,3.52,0,1,11,10,3.6,2.96,2,9.105,35.675,26.57,14.812,8.3452,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Cu2+1 Pr4+1 O2-3,-2,4,6,3.380617019
MgCrO3,Mg,Cr,3.731,3.731,3.731,90,90,90,0,cubic,10.386,0.399,0.439,-1.937,0.564,Mg1 Cr1 O3,8,24,16,12,4.8,8,49,87,38,75.6,13.68,87,15.9994,51.9961,35.9967,24.85986,10.854496,15.9994,54.8,2180,2125.2,653.48,718.416,54.8,2,16,14,11.2,5.76,16,2,4,2,2.6,0.72,2,66,141,75,95.6,35.52,66,1.31,3.44,2.13,2.658,0.9384,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,0,0,0,0,0,2,6,4,5.2,1.28,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,6,6,2.4,1.44,2,9.105,22.89,13.785,12.279,4.2444,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Mg2+1 Cr4+1 O2-3,-2,4,6,3.380617019
TaAlO3,Ta,Al,3.631,3.631,3.631,90,90,90,0,cubic,9.578,0.334,3.961,-1.936,1.036,Ta1 Al1 O3,8,73,65,22,20.4,8,48,87,39,76.4,12.72,87,15.9994,180.94788,164.94848,51.18552372,51.90494251,15.9994,54.8,3290,3235.2,877.574,987.3288,54.8,5,16,11,13.2,3.36,16,2,6,4,3,1.2,2,66,170,104,97.8,38.16,66,1.5,3.44,1.94,2.686,0.9048,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,3,3,0.6,0.96,0,0,14,14,2.8,4.48,0,3,19,16,8,4.4,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,7,7,1.4,2.24,0,0,0,0,0,0,0,2,7,5,3.6,1.92,2,9.105,18.12,9.015,12.383,3.9336,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,Ta3+1 Al3+1 O2-3,-2,3,5,3.273268354
TiErO3,Ti,Er,4.205,4.205,4.205,90,90,90,0,cubic,14.873,0.197,-4.594,-1.936,1.574,Ti1 Er1 O3,8,68,60,22.8,18.08,8,35,87,52,67.8,23.04,87,15.9994,167.259,151.2596,52.62484,45.853664,15.9994,54.8,1941,1886.2,775.08,864.336,54.8,3,16,13,11,6,16,2,6,4,3.2,1.44,2,66,189,123,109.4,52.08,66,1.24,3.44,2.2,2.62,0.984,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.4,0.64,0,0,12,12,2.4,3.84,0,4,14,10,7.2,2.72,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,2,2,0.4,0.64,0,2,8,6,3.2,1.92,2,9.105,30.585,21.48,14.918,6.9756,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.51E-06,7.21E-06,0,12,194,182,84.8,87.36,12,Ti3+1 Er3+1 O2-3,-2,3,5,3.273268354
AuTaO3,Au,Ta,5.669,5.669,5.669,57.8,57.8,57.8,1.182,rhombohedral,12.233,0,3.741,-1.935,0.303,Au1 Ta1 O3,8,79,71,35.2,32.64,8,48,87,39,75,14.4,87,15.9994,196.966569,180.967169,85.1825298,83.01975576,15.9994,54.8,3290,3235.2,958.346,1084.2552,54.8,5,16,11,12.8,3.84,16,2,6,4,3.6,1.92,2,66,170,104,100.8,41.76,66,1.5,3.44,1.94,2.872,0.6816,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.6,3.12,0,0,14,14,5.6,6.72,0,6,25,19,12.4,7.68,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,7,7,1.4,2.24,0,0,0,0,0,0,0,1,7,6,2.8,1.68,2,9.105,18.12,9.015,12.427,3.9864,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,Au+1 Ta5+1 O2-3,-2,5,7,3.683941988
CaRhO3,Ca,Rh,5.347,5.633,7.697,90,90,90,0,orthorhombic,11.592,0.2,1.092,-1.934,0.008,Ca1 Rh1 O3,8,45,37,17.8,11.76,8,7,87,80,65.4,25.92,87,15.9994,102.9055,86.9061,38.19634,26.636328,15.9994,54.8,2237,2182.2,703.28,778.176,54.8,2,16,14,11.8,5.04,16,2,5,3,3,1.2,2,66,176,110,103.2,44.64,66,1,3.44,2.44,2.72,0.864,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,8,8,1.6,2.56,0,0,0,0,0,0,0,2,9,7,5.8,1.52,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,2,2,0.4,0.64,0,0,0,0,0,0,0,0,3,3,1.8,0.72,2,9.105,37.77,28.665,15.745,8.81,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,97.2,102.24,12,Ca2+1 Rh4+1 O2-3,-2,4,6,3.380617019
PrAuO3,Pr,Au,5.713,6.561,7.417,90,90,90,0.987,orthorhombic,13.9,0,0.1,-1.934,-0.005,Pr1 Au1 O3,8,79,71,32.4,29.28,8,17,87,70,68.8,21.84,87,15.9994,196.966569,180.967169,77.1744838,73.41010056,15.9994,54.8,1337.33,1282.53,541.146,583.6152,54.8,3,16,13,12.4,4.32,16,2,6,4,3.6,1.92,2,66,203,137,107.4,49.68,66,1.13,3.44,2.31,2.798,0.7704,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,14,14,3.4,4.24,0,5,25,20,9.6,6.16,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,11,11,2.2,3.52,0,1,11,10,3.6,2.96,2,9.105,35.675,26.57,15.938,8.1996,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Pr3+1 Au3+1 O2-3,-2,3,5,3.273268354
NpSbO3,Np,Sb,4.254,4.254,4.254,90,90,90,0,cubic,15.395,0.882,2.058,-1.933,0.82,Np1 Sb1 O3,8,93,85,33.6,30.72,8,22,87,65,73.6,20.64,87,15.9994,237,221.0006,81.35164,78.422688,15.9994,54.8,917,862.2,397.036,410.6832,54.8,3,16,13,13.2,4.08,16,2,7,5,3.6,1.92,2,66,190,124,105.4,47.28,66,1.36,3.44,2.08,2.746,0.8328,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,2.2,3.12,0,0,4,4,0.8,1.28,0,6,15,9,8,2.8,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,9,9,1.8,2.88,0,0,10,10,2,3.2,0,2,19,17,5.6,5.36,2,9.105,31.56,22.455,15.46575,7.6329,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,166,154,52.8,48.96,12,Np3+1 Sb3+1 O2-3,-2,3,5,3.273268354
NaReO3,Na,Re,3.863,3.863,3.863,90,90,90,0,cubic,11.534,-0.001,4.339,-1.932,0.007,Na1 Re1 O3,8,75,67,22,21.2,8,2,87,85,63.4,28.32,87,15.9994,186.207,170.2076,51.43899386,53.90720246,15.9994,54.8,3459,3404.2,798.854,1064.0584,54.8,1,16,15,11.2,5.76,16,2,6,4,3,1.2,2,66,166,100,103,44.4,66,0.93,3.44,2.51,2.63,0.972,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,14,14,2.8,4.48,0,1,21,20,8,5.2,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,1,5,4,2.4,1.04,2,9.105,29.24333333,20.13833333,14.24266667,6.1652,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Na+1 Re5+1 O2-3,-2,5,7,3.683941988
NbZrO3,Nb,Zr,4.112,4.112,4.112,90,90,90,0,cubic,13.905,0.6,-1.584,-1.931,1.11,Nb1 Zr1 O3,8,41,33,21,15.6,8,44,87,43,70.4,19.92,87,15.9994,92.90638,76.90698,46.425716,36.5115792,15.9994,54.8,2750,2695.2,1008.48,1144.416,54.8,4,16,12,11.4,5.52,16,2,5,3,3.2,1.44,2,66,175,109,107.4,49.68,66,1.33,3.44,2.11,2.65,0.948,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,4,4,1.2,1.44,0,0,0,0,0,0,0,4,6,2,5.4,0.72,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,8,8,2.8,3.36,0,0,0,0,0,0,0,2,8,6,4.2,2.64,2,9.105,23.195,14.09,13.738,5.5596,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Nb2+1 Zr4+1 O2-3,-2,4,6,3.380617019
CuNpO3,Cu,Np,4.242,4.242,4.242,90,90,90,0,cubic,15.268,0.389,2.687,-1.931,0.618,Cu1 Np1 O3,8,93,85,29.2,25.52,8,22,87,65,69.4,21.12,87,15.9994,237,221.0006,69.70884,66.916464,15.9994,54.8,1357.77,1302.97,487.834,519.6408,54.8,3,16,13,12.4,4.32,16,2,7,5,3.4,1.68,2,66,190,124,104,45.6,66,1.36,3.44,2.08,2.716,0.8688,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,4,4,0.8,1.28,0,6,11,5,7.2,1.52,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,10,10,2,3.2,0,1,19,18,5.2,5.52,2,9.105,18.45375,9.34875,11.36775,2.8344,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,64.6,64.16,12,Cu+1 Np5+1 O2-3,-2,5,7,3.683941988
UReO3,U,Re,3.993,3.993,3.993,90,90,90,0,cubic,12.729,0.637,1.647,-1.93,0.874,U1 Re1 O3,8,92,84,38.2,36.24,8,20,87,67,67,24,87,15.9994,238.02891,222.02951,94.446822,94.1369064,15.9994,54.8,3459,3404.2,1006.28,1141.776,54.8,3,16,13,11.6,5.28,16,2,7,5,3.8,2.16,2,66,196,130,109,51.6,66,1.38,3.44,2.06,2.72,0.864,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.2,1.52,0,0,14,14,3.4,4.24,0,6,21,15,9,4.8,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,2.8,3.36,0,0,11,11,2.2,3.52,0,2,20,18,6.2,5.52,2,9.105,20.025,10.92,12.399,3.9528,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,58.6,55.92,12,U3+1 Re3+1 O2-3,-2,3,5,3.273268354
