formula,atom a,atom b,a,b,c,alpha,beta,gamma,bandgap,lowest distortion,vpa,mub,e_form,eform oxygen,e_hull,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
TcTbO3,Tc,Tb,4.292,4.292,4.292,90,90,90,0,cubic,15.814,1.199,-0.964,-5.648,1.581,Tc1 Tb1 O3,8,65,57,26.4,22.08,8,29,87,58,68.6,22.08,87,15.9994,158.92535,142.92595,60.98471,53.982372,15.9994,54.8,2430,2375.2,844.68,947.856,54.8,3,16,13,11.6,5.28,16,2,6,4,3.4,1.68,2,66,194,128,107.8,50.16,66,1.21,3.44,2.23,2.686,0.9048,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,9,9,1.8,2.88,0,6,11,5,7.2,1.52,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,5,5,1,1.6,0,2,5,3,3.2,1.44,2,9.105,31.73666667,22.63166667,14.66733333,6.827733333,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Tc3+1 Tb3+1 O2-3,-2,3,5,3.273268354
TlRuO3,Tl,Ru,5.542,5.576,7.814,90,90,90,0,orthorhombic,12.073,0.235,-0.96,1.828,0.147,Tl1 Ru1 O3,8,81,73,29.8,26.16,8,56,87,31,78.6,10.08,87,15.9994,204.3833,188.3839,70.6903,65.62908,15.9994,54.8,2607,2552.2,669.68,774.928,54.8,8,16,8,13.8,2.64,16,2,6,4,3.4,1.68,2,66,146,80,97.8,38.16,66,1.62,3.44,1.82,2.828,0.7344,3.44,1,2,1,1.8,0.32,2,0,4,4,2.6,1.68,4,0,10,10,3.4,4.08,0,0,14,14,2.8,4.48,0,6,27,21,10.6,6.56,6,0,1,1,0.2,0.32,0,0,5,5,2.2,1.12,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,2,5,3,3,1.2,2,9.105,26.91,17.805,13.547,5.3452,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Tl+1 Ru5+1 O2-3,-2,5,7,3.683941988
PaPtO3,Pa,Pt,4.061,4.061,4.061,90,90,90,0,cubic,13.395,0.358,-0.96,-1.815,1.136,Pa1 Pt1 O3,8,91,83,38.6,36.72,8,18,87,69,68.4,22.32,87,15.9994,231.03586,215.03646,94.823612,94.5890544,15.9994,54.8,2041.4,1986.6,810.16,906.432,54.8,3,16,13,12.2,4.56,16,2,7,5,3.8,2.16,2,66,200,134,106.8,48.96,66,1.5,3.44,1.94,2.82,0.744,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,9,9,2,2.8,0,0,14,14,3.2,4.32,0,5,24,19,9.4,5.84,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,2,2.8,0,0,12,12,2.4,3.84,0,2,21,19,5.8,6.08,2,9.105,25.18,16.075,13.503,5.2776,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,80,81.6,12,Pa4+1 Pt2+1 O2-3,-2,4,6,3.380617019
Mo2O3,Mo,Mo,3.937,3.937,3.937,90,90,90,0,cubic,12.207,0.861,-0.959,2.276,0.98,Mo2 O3,8,42,34,21.6,16.32,8,50,87,37,72.2,17.76,87,15.9994,95.96,79.9606,47.98364,38.381088,15.9994,54.8,2896,2841.2,1191.28,1363.776,54.8,6,16,10,12,4.8,16,2,5,3,3.2,1.44,2,66,154,88,101.2,42.24,66,2.16,3.44,1.28,2.928,0.6144,3.44,1,2,1,1.6,0.48,2,0,4,4,2.4,1.92,4,0,5,5,2,2.4,0,0,0,0,0,0,0,6,6,0,6,0,6,0,1,1,0.4,0.48,0,0,2,2,1.2,0.96,2,0,5,5,2,2.4,0,0,0,0,0,0,0,2,6,4,3.6,1.92,2,9.105,15.69,6.585,11.739,3.1608,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98.8,104.16,12,Mo3+2 O2-3,-2,3,5,3.535533906
PdReO3,Pd,Re,3.865,3.865,3.865,90,90,90,0,cubic,11.548,-0.032,-0.958,3.701,0.562,Pd1 Re1 O3,8,75,67,29,25.2,8,54,87,33,75.4,13.92,87,15.9994,186.207,170.2076,68.12504,62.550768,15.9994,54.8,3459,3404.2,1090.29,1242.588,54.8,7,16,9,13,3.6,16,2,6,4,3.4,1.68,2,66,151,85,97.6,37.92,66,1.9,3.44,1.54,2.884,0.6672,3.44,0,2,2,1.6,0.64,2,0,4,4,2.4,1.92,4,0,10,10,3,3.6,0,0,14,14,2.8,4.48,0,6,21,15,9.8,4.56,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,5,5,2.2,1.12,2,9.105,14.655,5.55,11.276,2.6052,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Pd2+1 Re4+1 O2-3,-2,4,6,3.380617019
AlCoO3,Al,Co,3.604,3.604,3.604,90,90,90,0,cubic,9.363,0.005,-0.957,-1.991,1.302,Al1 Co1 O3,8,27,19,12.8,5.76,8,58,87,29,78.4,10.32,87,15.9994,58.933195,42.933795,26.78258672,12.93982406,15.9994,54.8,1768,1713.2,573.174,622.0488,54.8,9,16,7,14,2.4,16,2,4,2,2.6,0.72,2,66,126,60,89,27.6,66,1.61,3.44,1.83,2.762,0.8136,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,7,7,1.4,2.24,0,0,0,0,0,0,0,3,9,6,6,1.2,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,2,5,3,2.8,0.96,2,9.105,16.48,7.375,10.808,2.2688,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,225,213,91,94.8,12,Al3+1 Co3+1 O2-3,-2,3,5,3.273268354
RhGdO3,Rh,Gd,4.334,4.334,4.334,90,90,90,0,cubic,16.285,0.816,-0.957,-6.12,1.451,Rh1 Gd1 O3,8,64,56,26.6,22.32,8,27,87,60,69.4,21.12,87,15.9994,157.25,141.2506,61.63074,54.757608,15.9994,54.8,2237,2182.2,797.48,891.216,54.8,3,16,13,12,4.8,16,2,6,4,3.4,1.68,2,66,196,130,107.2,49.44,66,1.2,3.44,2.24,2.76,0.816,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,8,8,1.8,2.48,0,0,7,7,1.4,2.24,0,6,10,4,7.4,1.68,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,2.2,2.72,0,0,7,7,1.4,2.24,0,2,16,14,5,4.4,2,9.105,32.05,22.945,14.601,6.9796,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Rh3+1 Gd3+1 O2-3,-2,3,5,3.273268354
NbNiO3,Nb,Ni,3.661,3.661,3.661,90,90,90,0,cubic,9.814,0.56,-0.956,-0.477,1.307,Nb1 Ni1 O3,8,41,33,18.6,12.72,8,47,87,40,73.8,15.84,87,15.9994,92.90638,76.90698,39.919596,28.7042352,15.9994,54.8,2750,2695.2,928.48,1048.416,54.8,5,16,11,12.6,4.08,16,2,5,3,3,1.2,2,66,164,98,97.2,37.44,66,1.6,3.44,1.84,2.766,0.8088,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,8,8,2.4,2.88,0,0,0,0,0,0,0,5,10,5,6.6,1.36,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,6,6,1.6,1.92,0,0,0,0,0,0,0,2,7,5,3,1.6,2,9.105,18.18,9.075,11.163,2.8068,9.105,0,0,0,0,0,0,0,0.5953947,0.5953947,0.11907894,0.190526304,0,12,229,217,98,103.2,12,Nb5+1 Ni+1 O2-3,-2,5,7,3.683941988
CuRuO3,Cu,Ru,5.109,5.125,7.479,90,90,90,0,orthorhombic,9.792,0.199,-0.955,1.467,0.128,Cu1 Ru1 O3,8,44,36,19.4,13.68,8,56,87,31,76.2,12.96,87,15.9994,101.07,85.0706,42.52284,31.828128,15.9994,54.8,2607,2552.2,825.834,925.2408,54.8,8,16,8,13.4,3.12,16,2,5,3,3,1.2,2,66,146,80,95.2,35.04,66,1.9,3.44,1.54,2.884,0.6672,3.44,1,2,1,1.6,0.48,2,0,4,4,2.4,1.92,4,0,10,10,3.4,4.08,0,0,0,0,0,0,0,6,11,5,7.4,1.68,6,0,1,1,0.4,0.48,0,0,2,2,1.2,0.96,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,1,4,3,2.2,0.72,2,9.105,13.51,4.405,10.379,1.5288,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Cu+1 Ru5+1 O2-3,-2,5,7,3.683941988
PaYbO3,Pa,Yb,5.016,5.016,5.016,90,90,90,0.341,cubic,25.247,0.2,-0.951,-12.498,2.356,Pa1 Yb1 O3,8,91,83,37,34.8,8,18,87,69,63.6,28.08,87,15.9994,231.03586,215.03646,90.417612,89.3018544,15.9994,54.8,1845,1790.2,620.28,678.576,54.8,3,16,13,10.8,6.24,16,2,7,5,3.8,2.16,2,66,200,134,117,61.2,66,1.26,3.44,2.18,2.616,0.9888,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,14,14,3.2,4.32,0,5,16,11,7.8,3.28,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,12,12,2.4,3.84,0,0,21,21,5.4,6.24,2,9.105,34.12,25.015,17.323,9.8616,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,80,81.6,12,Pa3+1 Yb3+1 O2-3,-2,3,5,3.273268354
RuYO3,Ru,Y,4.286,4.286,4.286,90,90,90,0,cubic,15.748,0.998,-0.951,-6.076,1.523,Ru1 Y1 O3,8,44,36,21.4,16.08,8,12,87,75,65.8,25.44,87,15.9994,101.07,85.0706,47.59481,37.914492,15.9994,54.8,2607,2552.2,914.08,1031.136,54.8,3,16,13,11.8,5.04,16,2,5,3,3.2,1.44,2,66,190,124,106.8,48.96,66,1.22,3.44,2.22,2.748,0.8304,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,7,7,1.6,2.16,0,0,0,0,0,0,0,3,8,5,5.8,1.12,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,2.4,2.88,0,0,0,0,0,0,0,2,9,7,3.8,2.16,2,9.105,32.365,23.26,14.638,7.0908,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Ru3+1 Y3+1 O2-3,-2,3,5,3.273268354
OsAlO3,Os,Al,3.665,3.665,3.665,90,90,90,0,cubic,9.843,0.862,-0.947,-1.778,1.208,Os1 Al1 O3,8,76,68,22.6,21.36,8,57,87,30,78.2,10.56,87,15.9994,190.23,174.2306,53.04194772,54.87522091,15.9994,54.8,3306,3251.2,880.774,991.1688,54.8,8,16,8,13.8,2.64,16,2,6,4,3,1.2,2,66,144,78,92.6,31.92,66,1.61,3.44,1.83,2.826,0.7368,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,6,6,1.2,1.92,0,0,14,14,2.8,4.48,0,3,22,19,8.6,5.36,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,4,4,0.8,1.28,0,0,0,0,0,0,0,2,5,3,3,1.2,2,9.105,16.48,7.375,11.577,2.9664,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Os3+1 Al3+1 O2-3,-2,3,5,3.273268354
PtErO3,Pt,Er,4.269,4.269,4.269,90,90,90,0,cubic,15.557,0.6,-0.947,-6.18,1.349,Pt1 Er1 O3,8,78,70,34,31.2,8,35,87,52,71.8,18.24,87,15.9994,195.084,179.0846,82.06824,79.282608,15.9994,54.8,2041.4,1986.6,795.16,888.432,54.8,3,16,13,12.2,4.56,16,2,6,4,3.6,1.92,2,66,189,123,104.6,46.32,66,1.24,3.44,2.2,2.768,0.8064,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,9,9,1.8,2.88,0,0,14,14,5.2,6.24,0,6,24,18,11.2,6.24,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,1,1,0.2,0.32,0,0,2,2,0.4,0.64,0,2,2,0,2,0,2,9.105,30.585,21.48,14.584,6.5748,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Pt0+1 Er0+1 O0+3,0,0,0,0
AuSmO3,Au,Sm,4.415,4.415,4.415,90,90,90,0,cubic,17.212,-0.063,-0.944,-5.021,1.092,Au1 Sm1 O3,8,79,71,33,30,8,23,87,64,70,20.4,87,15.9994,196.966569,180.967169,79.0649538,75.67866456,15.9994,54.8,1345,1290.2,569.346,617.4552,54.8,3,16,13,12.4,4.32,16,2,6,4,3.6,1.92,2,66,198,132,106.4,48.48,66,1.17,3.44,2.27,2.806,0.7608,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,14,14,4,4.8,0,6,25,19,10.2,5.92,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,8,8,1.6,2.56,0,1,8,7,3,2,2,9.105,33.23,24.125,15.449,7.6128,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,85.4,88.08,12,Au3+1 Sm3+1 O2-3,-2,3,5,3.273268354
CsRhO3,Cs,Rh,3.881,3.881,5.343,90,90,90,0,tetragonal,16.097,0.385,-0.944,-0.371,0.216,Cs1 Rh1 O3,8,55,47,24.8,20.16,8,5,87,82,65,26.4,87,15.9994,132.9054519,116.9060519,56.76183038,48.91491646,15.9994,54.8,2237,2182.2,540.598,678.5608,54.8,1,16,15,11.6,5.28,16,2,6,4,3.4,1.68,2,66,244,178,116.8,60.96,66,0.79,3.44,2.65,2.678,0.9144,3.44,1,2,1,1.6,0.48,2,0,4,4,2.4,1.92,4,0,8,8,1.6,2.56,0,0,0,0,0,0,0,1,9,8,5.6,1.84,6,0,1,1,0.4,0.48,0,0,2,2,1.2,0.96,2,0,2,2,0.4,0.64,0,0,0,0,0,0,0,1,3,2,2,0.4,2,9.105,115.765,106.66,31.344,33.7684,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,Cs0+1 Rh0+1 O0+3,0,0,0,0
PdNdO3,Pd,Nd,4.475,4.475,4.475,90,90,90,0,cubic,17.921,0.6,-0.941,-5.275,1.248,Pd1 Nd1 O3,8,60,52,26,21.6,8,19,87,68,68.4,22.32,87,15.9994,144.242,128.2426,59.73204,52.479168,15.9994,54.8,1828.05,1773.25,657.29,722.988,54.8,3,16,13,12.2,4.56,16,2,6,4,3.4,1.68,2,66,201,135,107.6,49.92,66,1.14,3.44,2.3,2.732,0.8496,3.44,0,2,2,1.6,0.64,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,4,4,0.8,1.28,0,6,10,4,6.8,1.28,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,10,10,2,3.2,0,0,10,10,3.2,2.72,2,9.105,34.81,25.705,15.307,7.8012,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Pd4+1 Nd2+1 O2-3,-2,4,6,3.380617019
VRuO3,V,Ru,3.872,3.872,3.872,90,90,90,0,cubic,11.609,0.28,-0.941,-0.311,0.944,V1 Ru1 O3,8,44,36,18.2,12.24,8,46,87,41,72.6,17.28,87,15.9994,101.07,85.0706,40.00194,28.803048,15.9994,54.8,2607,2552.2,990.88,1123.296,54.8,5,16,11,12.2,4.56,16,2,5,3,3,1.2,2,66,153,87,99.4,40.08,66,1.63,3.44,1.81,2.83,0.732,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,7,7,2,2.4,0,0,0,0,0,0,0,5,8,3,6.2,0.72,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,7,7,2,2.4,0,0,0,0,0,0,0,2,7,5,3.4,1.68,2,9.105,13.51,4.405,10.767,1.9944,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,V4+1 Ru2+1 O2-3,-2,4,6,3.380617019
TiOsO3,Ti,Os,3.876,3.876,3.876,90,90,90,0,cubic,11.644,0.23,-0.939,-0.206,1.355,Ti1 Os1 O3,8,76,68,24.4,20.64,8,43,87,44,72.2,17.76,87,15.9994,190.23,174.2306,57.21904,53.204384,15.9994,54.8,3306,3251.2,1082.28,1232.976,54.8,4,16,12,12,4.8,16,2,6,4,3.2,1.44,2,66,160,94,100.4,41.28,66,1.54,3.44,1.9,2.812,0.7536,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,1.6,1.92,0,0,14,14,2.8,4.48,0,4,22,18,8.8,5.28,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,2.4,2.88,0,0,0,0,0,0,0,2,8,6,3.6,1.92,2,9.105,16.69,7.585,11.619,3.0168,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.51E-06,7.21E-06,0,12,194,182,84.8,87.36,12,Ti4+1 Os2+1 O2-3,-2,4,6,3.380617019
MnHgO3,Mn,Hg,5.098,5.361,8.988,90,90,90,0,orthorhombic,12.283,0.744,-0.939,-1.97,0.293,Mn1 Hg1 O3,8,80,72,25.8,21.68,8,52,87,35,76.8,12.24,87,15.9994,200.59,184.5906,60.705249,55.9539004,15.9994,54.8,1519,1464.2,383.544,454.1824,54.8,7,16,9,13.4,3.12,16,2,6,4,3.2,1.44,2,66,139,73,93.8,33.36,66,1.55,3.44,1.89,2.774,0.7992,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,3,3.6,0,0,14,14,2.8,4.48,0,6,26,20,10.2,6.32,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,5,5,2.2,1.12,2,9.105,25.23758621,16.13258621,12.60803448,5.05182069,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20E-05,9.92E-05,0,12,217,205,83.8,86.16,12,Mn4+1 Hg2+1 O2-3,-2,4,6,3.380617019
TcPmO3,Tc,Pm,4.397,4.397,4.397,90,90,90,0,cubic,17.004,1.199,-0.938,-6.253,1.665,Tc1 Pm1 O3,8,61,53,25.6,21.12,8,21,87,66,67,24,87,15.9994,145,129.0006,58.19964,50.640288,15.9994,54.8,2430,2375.2,793.48,886.416,54.8,3,16,13,11.6,5.28,16,2,6,4,3.4,1.68,2,66,199,133,108.8,51.36,66,1.155,3.44,2.285,2.675,0.918,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,5,5,1,1.6,0,6,7,1,6.4,0.48,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,9,9,1.8,2.88,0,2,9,7,4,2.4,2,9.105,33.8425,24.7375,15.0885,7.5016,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Tc3+1 Pm3+1 O2-3,-2,3,5,3.273268354
CoTcO3,Co,Tc,3.872,3.872,3.872,90,90,90,0,cubic,11.612,0.528,-0.938,1.708,0.58,Co1 Tc1 O3,8,43,35,18.8,12.96,8,53,87,34,74.4,15.12,87,15.9994,98,82.0006,40.986279,29.9842548,15.9994,54.8,2430,2375.2,872.48,981.216,54.8,7,16,9,12.8,3.84,16,2,5,3,3,1.2,2,66,147,81,94.2,33.84,66,1.88,3.44,1.56,2.82,0.744,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,2.4,2.88,0,0,0,0,0,0,0,6,9,3,6.8,0.96,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1.6,1.92,0,0,0,0,0,0,0,2,5,3,2.8,0.96,2,9.105,14.285,5.18,10.369,1.5664,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,194,182,84.8,87.36,12,Co2+1 Tc4+1 O2-3,-2,4,6,3.380617019
WErO3,W,Er,4.203,4.203,4.203,90,90,90,0,cubic,14.851,0.6,-0.938,-8.321,2.077,W1 Er1 O3,8,74,66,33.2,30.24,8,35,87,52,69.4,21.12,87,15.9994,183.84,167.8406,79.81944,76.584048,15.9994,54.8,3695,3640.2,1125.88,1285.296,54.8,3,16,13,11.4,5.52,16,2,6,4,3.6,1.92,2,66,189,123,109.8,52.56,66,1.24,3.44,2.2,2.784,0.7872,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,4,4,0.8,1.28,0,0,14,14,5.2,6.24,0,6,20,14,10.4,5.28,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,6,6,1.2,1.92,0,0,2,2,0.4,0.64,0,2,6,4,2.8,1.28,2,9.105,30.585,21.48,14.79,6.822,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,W3+1 Er3+1 O2-3,-2,3,5,3.273268354
Fe2O3,Fe,Fe,3.725,3.725,3.725,90,90,90,0,cubic,10.338,1.658,-0.936,-1.446,0.714,Fe2 O3,8,26,18,15.2,8.64,8,55,87,32,74.2,15.36,87,15.9994,55.845,39.8456,31.93764,19.125888,15.9994,54.8,1811,1756.2,757.28,842.976,54.8,8,16,8,12.8,3.84,16,2,4,2,2.8,0.96,2,66,132,66,92.4,31.68,66,1.83,3.44,1.61,2.796,0.7728,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,2.4,2.88,0,0,0,0,0,0,0,6,8,2,6.8,0.96,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,4,4,1.6,1.92,0,0,0,0,0,0,0,2,4,2,2.8,0.96,2,9.105,10.73,1.625,9.755,0.78,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.84426512,1.013118144,0,12,229,217,98.8,104.16,12,Fe3+2 O2-3,-2,3,5,3.535533906
OsPaO3,Os,Pa,4.362,4.362,4.362,90,90,90,0,cubic,16.602,0.79,-0.935,2.596,1.273,Os1 Pa1 O3,8,91,83,38.2,36.24,8,18,87,69,67.2,23.76,87,15.9994,231.03586,215.03646,93.852812,93.4240944,15.9994,54.8,3306,3251.2,1063.08,1209.936,54.8,3,16,13,11.8,5.04,16,2,7,5,3.8,2.16,2,66,200,134,108.4,50.88,66,1.5,3.44,1.94,2.804,0.7632,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,1.4,1.84,0,0,14,14,3.2,4.32,0,5,22,17,9,5.2,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,2.6,3.12,0,0,12,12,2.4,3.84,0,2,21,19,6.2,5.92,2,9.105,25.18,16.075,13.317,5.0544,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,73.8,74.16,12,Os+1 Pa5+1 O2-3,-2,5,7,3.683941988
MoPmO3,Mo,Pm,4.401,4.401,4.401,90,90,90,0,cubic,17.05,0.6,-0.933,-7.846,1.875,Mo1 Pm1 O3,8,61,53,25.4,20.88,8,21,87,66,66.4,24.72,87,15.9994,145,129.0006,57.79164,50.150688,15.9994,54.8,2896,2841.2,886.68,998.256,54.8,3,16,13,11.4,5.52,16,2,6,4,3.4,1.68,2,66,199,133,110.2,53.04,66,1.155,3.44,2.285,2.727,0.8556,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,5,5,1,1.6,0,6,7,1,6.2,0.32,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,9,9,1.8,2.88,0,2,9,7,4.2,2.64,2,9.105,33.8425,24.7375,15.3695,7.5174,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Mo3+1 Pm3+1 O2-3,-2,3,5,3.273268354
